path	category	relevance	essentiality	note
legacy/hanoivm/src/hanoivm_core/simple_add.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/hanoivm_core/t81_patterns.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/hanoivm_core/t81_stack.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/hanoivm_core/t81recursion.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/hanoivm_core/t81recursion.h	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/hanoivm_core/ternary_arithmetic_optimization.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/hanoivm_core/ternary_base.h	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/hanoivm_core/write_simple_add.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/lib/README.md	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/lib/hvm-trit-util.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/lib/libt243.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/lib/libt729.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/lib/libt81.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/lib/nist_encryption.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/lib/t243_to_t729.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/lib/t243bigint.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/lib/t729tensor.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/lib/t729tensor_loader.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/lib/t729tensor_reshape.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/lib/t729tensor_slice.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/lib/t729tensor_to_string.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/lib/t729tensor_transpose.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/lib/t81_types_support.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/README.md	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/T81InstrFormats.td	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/T81InstrInfo.td	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/T81RegisterInfo.td	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/emit_hvm.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/hvm_assembler.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/slang_grammer.ebnf	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/t81_codegen.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/t81_compile.py	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/t81_llvm_backend.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/t81_to_hvm.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/t81asm.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/t81lang_compiler.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/t81lang_grammar.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/t81lang_irgen.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/t81lang_lexer.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/t81lang_parser.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/t81lang_semantic.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/tisc_backend.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/tisc_compiler.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/tisc_ir.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/t81lang_compiler/tisc_stdlib.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/visualization/FrameSceneBuilder.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/visualization/logviewer.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
legacy/hanoivm/src/visualization/recursion_exporter.cweb	legacy_oracle	reference	optional	Frozen oracle/reference
notebooks/00_t81_orientation.ipynb	misc	support	optional	
notebooks/01_balanced_ternary_playground.ipynb	misc	support	optional	
notebooks/02_t81vm_trace_walkthrough.ipynb	misc	support	optional	
package-lock.json	repo_root_control	governance/build/docs	essential	Repository control/entrypoint file
package.json	repo_root_control	governance/build/docs	essential	Repository control/entrypoint file
pdf/HEXANARY - T2187DataTypes.pdf	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/OCTANARY - T19683DataTypes.pdf	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/PENTANARY - T729DataTypes.pdf	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/QUATERNARY - T243DataTypes.pdf	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/SEENARY - T81Bridge.pdf	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/SEPTANARY - T6561DataTypes.pdf	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/SETNARY - T81Setun.pdf	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/TANNARY - T81Applications.pdf	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/TENNARY - T81Promo.pdf	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/TERNARY - T81Lang.pdf	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/TOPNARY - T81Ternary.pdf	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/TRCNARY - T81TrinaryExplorations.pdf	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/TRENARY - T81TISC.pdf	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/TRUNARY - T81Eratta.pdf	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/TRYNARY - T81AxionAI.pdf	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/TYNARY - T81Source.pdf	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/TYRNARY - T81Analysis.pdf	pdf_asset	reference/marketing	optional	Aspirational/reference docs
"pdf/T\316\251NARY \342\200\223 T81Recursive AGI Codex.pdf"	misc	support	optional	
pdf/build.sh	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/metadata.yaml	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/output/test.md	pdf_asset	reference/marketing	optional	Aspirational/reference docs
pdf/template.tex	pdf_asset	reference/marketing	optional	Aspirational/reference docs
policy/guards.axion	misc	support	optional	
policy/tier4_alignment.axion	misc	support	optional	
pyproject.toml	repo_root_control	governance/build/docs	essential	Repository control/entrypoint file
scripts/capture-axion-trace.sh	tooling_script	automation	essential	Build/test/repro tooling
scripts/check-runtime-contract-sync.py	tooling_script	automation	essential	Build/test/repro tooling
scripts/ci/check_architecture_targets.py	tooling_script	automation	essential	Build/test/repro tooling
scripts/ci/generate_repro_dashboard.py	tooling_script	automation	essential	Build/test/repro tooling
scripts/ci/t3k_repro_gate.py	tooling_script	automation	essential	Build/test/repro tooling
scripts/ci/t81lang_repro_gate.py	tooling_script	automation	essential	Build/test/repro tooling
scripts/generate_sidebar.py	tooling_script	automation	essential	Build/test/repro tooling
scripts/inject_toc.py	tooling_script	automation	essential	Build/test/repro tooling
scripts/reproduce-llama-demo.sh	tooling_script	automation	essential	Build/test/repro tooling
scripts/run-canonical-runtime-demo.sh	tooling_script	automation	essential	Build/test/repro tooling
scripts/run-demos.sh	tooling_script	automation	essential	Build/test/repro tooling
scripts/verify-llama-demo.sh	tooling_script	automation	essential	Build/test/repro tooling
scripts/verify_ternary_logic.py	tooling_script	automation	essential	Build/test/repro tooling
scripts/weights-benchmark.sh	tooling_script	automation	essential	Build/test/repro tooling
spec/README.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/axion-kernel.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/axion-policy-grammar.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/canonfs-spec.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/cognitive-tiers.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/constitution.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/cpp-mapping.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/hanoi-kernel-spec.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/index.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0000-t81-base-81-ternary-computing-stack.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0001-architecture-principles.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0002-deterministic-execution-contract.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0003-axion-safety-model.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0004-canonical-tensor-semantics.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0005-tisc-v0-4-extensions.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0006-deterministic-gc.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0007-t81lang-standard-library.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0008-formal-verification-harness.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0009-axion-policy-language.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0010-tisc-float-fraction-ops.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0011-t81lang-grammar-update.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0012-ternary-tensor-quantization.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0013-ternary-matmul.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0014-neural-primitives.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0015-agentic-constructs.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0016-t81-simd-limb.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0017-introduce-t81-native.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0018-t81-native-simd-arith.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0019-axion-match-logging.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0020-axion-segment-trace.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0021-tier4-cognition.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0022-axion-policy-language.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/RFC-0023-t81lang-print-canonical-runtime.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/rfcs/index.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/spec/README.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/spec/t81-spec.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/t81-data-types.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/t81-overview.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/t81lang-spec.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/t81vm-spec.md	spec	governance/semantics	essential	Normative or RFC/spec material
spec/tisc-spec.md	spec	governance/semantics	essential	Normative or RFC/spec material
src/axion/README.md	implementation	core runtime/code	essential	Production implementation
src/axion/axion_api.cpp	implementation	core runtime/code	essential	Production implementation
src/axion/axion_api.hpp	implementation	core runtime/code	essential	Production implementation
src/axion/axion_kernel.hpp	implementation	core runtime/code	essential	Production implementation
src/axion/axion_signal.hpp	implementation	core runtime/code	essential	Production implementation
src/axion/engine.cpp	implementation	core runtime/code	essential	Production implementation
src/axion/policy_engine.cpp	implementation	core runtime/code	essential	Production implementation
src/axion/policy_serialization.cpp	implementation	core runtime/code	essential	Production implementation
src/bigint/divmod.cpp	implementation	core runtime/code	essential	Production implementation
src/bigint/gcd.cpp	implementation	core runtime/code	essential	Production implementation
src/c_api/README.md	implementation	core runtime/code	essential	Production implementation
src/c_api/t81_c_api.cpp	implementation	core runtime/code	essential	Production implementation
src/c_api/t81_c_api.h	implementation	core runtime/code	essential	Production implementation
src/canonfs/README.md	implementation	core runtime/code	essential	Production implementation
src/canonfs/axion_hook.cpp	implementation	core runtime/code	essential	Production implementation
src/canonfs/in_memory_driver.cpp	implementation	core runtime/code	essential	Production implementation
src/canonfs/persistent_driver.cpp	implementation	core runtime/code	essential	Production implementation
src/cli/debugger.cpp	implementation	core runtime/code	essential	Production implementation
src/cli/debugger.hpp	implementation	core runtime/code	essential	Production implementation
src/cli/driver.cpp	implementation	core runtime/code	essential	Production implementation
src/cli/main.cpp	implementation	core runtime/code	essential	Production implementation
src/codec/base243.cpp	implementation	core runtime/code	essential	Production implementation
src/codec/base81.cpp	implementation	core runtime/code	essential	Production implementation
src/codec/base81_balanced.cpp	implementation	core runtime/code	essential	Production implementation
src/codec/base81_packed.cpp	implementation	core runtime/code	essential	Production implementation
src/codec/metadata.cpp	implementation	core runtime/code	essential	Production implementation
src/codec/trit_packing.cpp	implementation	core runtime/code	essential	Production implementation
src/cog/promotion.cpp	implementation	core runtime/code	essential	Production implementation
src/cog/tier4/tier4_loop.cpp	implementation	core runtime/code	essential	Production implementation
src/core/bigint.cpp	implementation	core runtime/code	essential	Production implementation
src/core/fraction.cpp	implementation	core runtime/code	essential	Production implementation
src/crypto/sha3.cpp	implementation	core runtime/code	essential	Production implementation
src/data_types/test.md	implementation	core runtime/code	essential	Production implementation
src/frontend/README.md	implementation	core runtime/code	essential	Production implementation
src/frontend/lexer.cpp	implementation	core runtime/code	essential	Production implementation
src/frontend/parser.cpp	implementation	core runtime/code	essential	Production implementation
src/frontend/semantic_analyzer.cpp	implementation	core runtime/code	essential	Production implementation
src/frontend/symbol_table.cpp	implementation	core runtime/code	essential	Production implementation
src/hanoi/error.cpp	implementation	core runtime/code	essential	Production implementation
src/hanoi/in_memory_kernel.cpp	implementation	core runtime/code	essential	Production implementation
src/hash/canonhash81.cpp	implementation	core runtime/code	essential	Production implementation
src/io/README.md	implementation	core runtime/code	essential	Production implementation
src/io/tensor_loader.cpp	implementation	core runtime/code	essential	Production implementation
src/lang/test.md	implementation	core runtime/code	essential	Production implementation
src/main.c	implementation	core runtime/code	essential	Production implementation
src/python/t81_python.cpp	implementation	core runtime/code	essential	Production implementation
src/setun/bridge.cpp	implementation	core runtime/code	essential	Production implementation
src/simd/base81_digits_avx2.cpp	implementation	core runtime/code	essential	Production implementation
src/t81_core.h	implementation	core runtime/code	essential	Production implementation
src/tensor/stats.cpp	implementation	core runtime/code	essential	Production implementation
src/tiers/test.md	implementation	core runtime/code	essential	Production implementation
src/tisc/README.md	implementation	core runtime/code	essential	Production implementation
src/tisc/base81_view.cpp	implementation	core runtime/code	essential	Production implementation
src/tisc/binary_emitter.cpp	implementation	core runtime/code	essential	Production implementation
src/tisc/binary_io.cpp	implementation	core runtime/code	essential	Production implementation
src/tisc/encoding.cpp	implementation	core runtime/code	essential	Production implementation
src/tisc/pretty_printer.cpp	implementation	core runtime/code	essential	Production implementation
src/tisc/test.md	implementation	core runtime/code	essential	Production implementation
src/tools/weights.cpp	implementation	core runtime/code	essential	Production implementation
src/tools/weights_t81w_emitter.cpp	implementation	core runtime/code	essential	Production implementation
src/vm/README.md	implementation	core runtime/code	essential	Production implementation
src/vm/jit_compiler.cpp	implementation	core runtime/code	essential	Production implementation
src/vm/test.md	implementation	core runtime/code	essential	Production implementation
src/vm/vm.cpp	implementation	core runtime/code	essential	Production implementation
examples/tisc/ternary_verification.tisc	misc	support	optional	
tests/README.md	tests	verification	essential	Regression/conformance coverage
tests/cpp/README.md	tests	verification	essential	Regression/conformance coverage
tests/cpp/axion_enum_guard_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/axion_heap_compaction_trace_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/axion_instruction_counter_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/axion_log_determinism_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/axion_loop_metadata_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/axion_match_metadata_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/axion_nested_guard_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/axion_policy_bytecode_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/axion_policy_gc_trace_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/axion_policy_match_guard_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/axion_policy_segment_event_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/axion_recursion_guardrails_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/axion_segment_trace_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/axion_stub_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/bigint_perf_guardrail_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/bigint_roundtrip.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/c_api_bigint_test.c	tests	verification	essential	Regression/conformance coverage
tests/cpp/canonfs_axion_trace_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/canonfs_driver_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/canonfs_io_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/canonfs_persistent_driver_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/cli_check_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/cli_diagnostic_context_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/cli_disasm_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/cli_e2e_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/cli_option_result_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/cli_pipeline_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/cli_record_enum_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/cli_repl_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/cli_repro_hash_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/cli_structural_types_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/codec_base243_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/codec_base81_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/comprehensive_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/distributed_tensor_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/e2e_advanced_features_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/e2e_arithmetic_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/e2e_ast_ir_canonical_determinism_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/e2e_axion_trace_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/e2e_compile_determinism_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/e2e_if_statement_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/e2e_let_statement_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/e2e_loop_statement_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/e2e_match_expression_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/e2e_match_metadata_determinism_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/e2e_option_result_function_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/e2e_option_result_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/e2e_option_type_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/e2e_print_runtime_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/entropy_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/expected_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/fraction_roundtrip.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/frontend_fuzz_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/frontend_ir_generator_relation_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/frontend_ir_generator_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/frontend_lexer_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/frontend_parser_generics_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/frontend_parser_legacy_rejection_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/frontend_parser_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/hanoi_integration_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/hash_stub_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/ir_encoding_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/jit_tensor_trace_equivalence_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/jit_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/jit_trace_equivalence_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/lang_literal_pool_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/llama_kernels_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/performance_advancements_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/reflection_non_interference_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/semantic_analyzer_equality_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/semantic_analyzer_generic_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/semantic_analyzer_loop_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/semantic_analyzer_match_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/semantic_analyzer_numeric_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/semantic_analyzer_option_result_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/semantic_analyzer_record_enum_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/semantic_analyzer_vector_literal_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/setun_bridge_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/t81_numeric_format_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/t81lang_conformance_baseline_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tensor_backend_parity_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tensor_broadcast_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tensor_elementwise_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tensor_loader_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tensor_matmul_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tensor_reduce_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tensor_reshape_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tensor_shape_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tensor_slice_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tensor_ternary_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tensor_transpose_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tensor_unary_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/ternary_arith_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81Bytes.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81Complex.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81Fixed.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81Float.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81List.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81Map.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81Matrix.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81Maybe.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81Prob.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81Quaternion.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81Qutrit.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81Result.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81Set.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81String.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81Symbol.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81Tensor_transpose.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81Time.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81Tree.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81Uint.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_T81Vector.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_axion_recursion_limit_ext.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_base81_balanced.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_base81_packed.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_base81_simd.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_bigint_multilimb_ext.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_bigint_v1_baseline.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_bigint_v1_perf.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_division.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_metadata.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_t81_limb54_add.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_t81_limb54_booth_mul.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_t81_limb_add.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_t81_limb_bohemian_add.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_t81_limb_bohemian_mul.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_t81_limb_booth_mul.cpp	tests	verification	essential	Regression/conformance coverage
